Phenotype	Set	Threshold	PRS.R2	Full.R2	Null.R2	Prevalence	Coefficient	Standard.Error	P	Num_SNP	pheno	prs	test	PRSPheno	SampleSize	prs.test	MDD.R2	ratio
360	-	Base	0.4887	0.000788318	0.00811461	0.00732629	-	-7162.33	1645.69	1.34787e-05	105824	college.baseline	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.0347857435983426
361	-	Base	0.4	0.00101048	0.0208183	0.0198078	-	1947.82	479.544	4.86929e-05	93790	currentsmoking.baseline	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	1.34373769933723
362	-	Base	0.4	0.000121355	0.0203534	0.020232	-	677.354	482.177	0.160086	93716	currentsmoking.baseline	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.0225869192972007
363	-	Base	1	0.000181919	0.0194784	0.0192965	-	1186.81	690.533	0.0856703	138697	currentsmoking.baseline	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.0522401474861875
364	-	Base	0.4	0.000255311	0.0188294	0.0185741	-	978.486	477.086	0.0402707	93743	currentsmoking.baseline	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.0361525336127612
365	-	Base	0.1	0.000752057	0.022045	0.021293	-	877.349	250.211	0.000454158	37834	currentsmoking.baseline	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.174271625307327
366	-	Base	0.001	0.000206231	0.0214367	0.0212305	-	54.1133	29.6577	0.0680624	923	currentsmoking.baseline	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.125690829971111
367	-	Base	0.1	0.000617771	0.021681	0.0210632	-	788.287	248.418	0.00150752	37620	currentsmoking.baseline	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.205470262287885
368	-	Base	0.05	0.000107589	0.0252549	0.0251473	-	245.535	185.121	0.184724	22906	currentsmoking.baseline	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.0346921402660218
369	-	Base	0.001	0.000175428	0.0202719	0.0200965	-	48.8455	28.7938	0.0898124	901	currentsmoking.baseline	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.0226657898102915
370	-	Base	0.001	0.000115986	0.020963	0.020847	-	40.7266	29.5846	0.168631	919	currentsmoking.baseline	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	0.0912176669052244
371	-	Base	0.5	0.00040481	0.0202126	0.0198078	-	1909.28	742.502	0.0101285	105837	currentsmoking.baseline	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.0953402654294092
372	-	Base	0.2	0.000216968	0.020449	0.020232	-	905.039	481.81	0.0603243	61837	currentsmoking.baseline	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.0535579313221874
373	-	Base	0.2	0.00108806	0.0203845	0.0192965	-	2047.84	487.307	2.64151e-05	61782	currentsmoking.baseline	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.148463798253191
374	-	Base	0.2	0.000395627	0.0189698	0.0185741	-	1227.52	480.858	0.0106867	61811	currentsmoking.baseline	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.0288671370511707
375	-	Base	1	0.000495211	0.0217882	0.021293	-	2681.44	942.43	0.00443777	138670	currentsmoking.baseline	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.12095250423764
376	-	Base	0.2	0.000164125	0.0213946	0.0212305	-	794.273	487.991	0.103601	61780	currentsmoking.baseline	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.0307337525420301
377	-	Base	0.1	0.00119906	0.0222623	0.0210632	-	1546.51	349.936	9.89765e-06	38675	currentsmoking.baseline	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.180167266192455
378	-	Base	0.05	0.000410798	0.0255581	0.0251473	-	669.218	258.237	0.0095563	23623	currentsmoking.baseline	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.0458397030893968
379	-	Base	0.1	0.000848691	0.0209452	0.0200965	-	1304.68	349.772	0.000191412	38759	currentsmoking.baseline	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.0796070725072695
380	-	Base	0.05	0.000821093	0.0216681	0.020847	-	940.852	256.912	0.000250097	23587	currentsmoking.baseline	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.167119459579379
381	-	Base	0.2	0.000174515	0.0199823	0.0198078	-	1238.13	733.2	0.0912826	60526	currentsmoking.baseline	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.0442904493127322
382	-	Base	0.4	0.00107817	0.0213102	0.020232	-	4283.07	1023.35	2.84757e-05	93453	currentsmoking.baseline	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.146557993423601
383	-	Base	0.4	0.000616698	0.0199132	0.0192965	-	3242.64	1024.9	0.00155691	93386	currentsmoking.baseline	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.172811823090783
384	-	Base	0.1	0.000668219	0.0192423	0.0185741	-	1746.06	526.351	0.00090895	37439	currentsmoking.baseline	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.12510910694259
385	-	Base	0.3	0.000690065	0.021983	0.021293	-	2979.04	887.086	0.000784413	78957	currentsmoking.baseline	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.111119251931924
386	-	Base	0.001	0.000192596	0.0214231	0.0212305	-	112.907	64.0405	0.0778902	966	currentsmoking.baseline	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.0329283033706905
387	-	Base	0.05	0.000798039	0.0218613	0.0210632	-	1388.05	384.876	0.000310379	22392	currentsmoking.baseline	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.153062833250221
388	-	Base	0.05	0.000497155	0.0256445	0.0251473	-	1100.12	385.903	0.00436132	22513	currentsmoking.baseline	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.266636811224216
389	-	Base	0.1	0.000197177	0.0202937	0.0200965	-	939.451	522.371	0.0721076	37266	currentsmoking.baseline	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.0243345777668076
390	-	Base	0.2	0.000754526	0.0216015	0.020847	-	2559.62	729.059	0.000446669	60546	currentsmoking.baseline	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.178644385621813
391	-	Base	0.05	0.000945503	0.0207533	0.0198078	-	2092.34	532.516	8.52427e-05	23433	currentsmoking.baseline	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.104898657456768
392	-	Base	0.2	0.00106618	0.0212982	0.020232	-	4215.52	1012.72	3.14701e-05	61347	currentsmoking.baseline	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.133877122554738
393	-	Base	1	0.000424499	0.019721	0.0192965	-	5271.34	2008.17	0.0086663	138569	currentsmoking.baseline	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.0745741184158979
394	-	Base	0.1	0.00091033	0.0194845	0.0185741	-	2816.11	727.168	0.000107633	38325	currentsmoking.baseline	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.11199347474663
395	-	Base	0.4	0.00109187	0.0223848	0.021293	-	5929.87	1403.74	2.39642e-05	94252	currentsmoking.baseline	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.143585299428089
396	-	Base	0.1	0.000862111	0.0220926	0.0212305	-	2764.84	741.345	0.00019187	38313	currentsmoking.baseline	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.0625801932332082
397	-	Base	0.05	0.00116043	0.0222237	0.0210632	-	2336.03	537.335	1.37737e-05	23528	currentsmoking.baseline	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.0999448784311023
398	-	Base	1	0.00139697	0.0265443	0.0251473	-	9580.34	2005.94	1.78829e-06	138555	currentsmoking.baseline	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.145190877618195
399	-	Base	0.2	0.000682442	0.0207789	0.0200965	-	3339.55	998.2	0.000821146	61212	currentsmoking.baseline	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.0619360166991877
400	-	Base	0.2	0.00108806	0.0219351	0.020847	-	4196.49	995.535	2.49427e-05	61392	currentsmoking.baseline	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.169206174440702
401	-	Base	0.30295	0.000813442	0.0206212	0.0198078	-	-3645.73	1000.4	0.000268141	82280	currentsmoking.baseline	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.0676869950156852
402	-	Base	0.0476001	0.00132013	0.0215522	0.020232	-	-2066.35	446.119	3.62441e-06	25894	currentsmoking.baseline	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.109332968925992
403	-	Base	0.0317001	0.00152163	0.0208181	0.0192965	-	-1849.14	372.353	6.83155e-07	19753	currentsmoking.baseline	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.121222236385074
404	-	Base	0.0236501	0.00150072	0.0200748	0.0185741	-	-1621.28	326.319	6.75053e-07	16218	currentsmoking.baseline	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.0565047139974096
405	-	Base	0.0844001	0.00138315	0.0226761	0.021293	-	-2663.07	560.124	1.99004e-06	37631	currentsmoking.baseline	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.101711928346092
406	-	Base	0.0418001	0.00198653	0.023217	0.0212305	-	-2413.08	426.484	1.53082e-08	23811	currentsmoking.baseline	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.113858877877952
407	-	Base	0.0361001	0.00236711	0.0234303	0.0210632	-	-2458.07	396.131	5.4629e-10	21569	currentsmoking.baseline	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.159099218991545
408	-	Base	0.0241501	0.00104229	0.0261896	0.0251473	-	-1381.28	334.767	3.69001e-05	16512	currentsmoking.baseline	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.0571393329386225
409	-	Base	0.0874501	0.00158179	0.0216783	0.0200965	-	-2880.03	565.891	3.59242e-07	38349	currentsmoking.baseline	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.0725448650036919
410	-	Base	0.00335005	0.00211308	0.0229601	0.020847	-	-846.58	144.357	4.50546e-09	4544	currentsmoking.baseline	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.206654148574111
411	-	Base	0.0524501	0.0025094	0.0223172	0.0198078	-	6138.7	959.591	1.58247e-10	27844	currentsmoking.baseline	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.13052320591708
412	-	Base	0.0274501	0.00210687	0.0223389	0.020232	-	4296.28	734.839	5.01834e-09	18305	currentsmoking.baseline	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.159778404695818
413	-	Base	0.0309501	0.00227867	0.0215751	0.0192965	-	4710.89	775.344	1.23318e-09	19692	currentsmoking.baseline	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.114573392396535
414	-	Base	0.0159501	0.00185837	0.0204325	0.0185741	-	3184.1	576.145	3.26568e-08	12848	currentsmoking.baseline	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.0707244578744263
415	-	Base	0.25935	0.00234694	0.0236399	0.021293	-	11880.5	1919.19	6.00256e-10	75507	currentsmoking.baseline	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.123939333129139
416	-	Base	0.0871001	0.0028462	0.0240767	0.0212305	-	8133.08	1200.95	1.26855e-11	38346	currentsmoking.baseline	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.108590068865531
417	-	Base	0.1355	0.00243347	0.0234967	0.0210632	-	9134.31	1452.05	3.16164e-10	51016	currentsmoking.baseline	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.117535089498749
418	-	Base	0.2161	0.00210206	0.0272494	0.0251473	-	10379.1	1772.18	4.72155e-09	67743	currentsmoking.baseline	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.100378677541509
419	-	Base	0.2483	0.00121235	0.0213088	0.0200965	-	8353.28	1874.03	8.29659e-06	73426	currentsmoking.baseline	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.0472864921367948
420	-	Base	0.0193501	0.00166513	0.0225121	0.020847	-	3212.55	616.582	1.88572e-07	14401	currentsmoking.baseline	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.073476420984816
421	-	Base	0.2	0.0012139	0.00399718	0.00278328	-	1249.93	486.745	0.0102303	61196	DepAll	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	1.61424589623294
422	-	Base	1	0.00418093	0.0069346	0.00275367	-	4633.3	974.684	1.99787e-06	138724	DepAll	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.778165946992257
423	-	Base	0.3	0.00297247	0.00487771	0.00190523	-	2343.47	585.844	6.33014e-05	79112	DepAll	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.853579181934091
424	-	Base	0.3	0.00559072	0.011599	0.00600827	-	3215.61	582.973	3.47043e-08	79000	DepAll	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.791656813531482
425	-	Base	0.2	0.00582119	0.00938891	0.00356772	-	2722.71	488.133	2.43559e-08	61313	DepAll	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	1.34892467262822
426	-	Base	0.2	0.00238559	0.00667782	0.00429223	-	1748.53	482.724	0.000292084	61039	DepAll	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	1.45393654237619
427	-	Base	0.001	0.00146004	0.00510644	0.0036464	-	116.512	41.3032	0.0047889	889	DepAll	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.485608424077536
428	-	Base	0.5	0.0025656	0.00507419	0.00250859	-	2760.06	733.905	0.000169381	105468	DepAll	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.827279322853688
429	-	Base	0.1	0.00415542	0.00832047	0.00416505	-	1648.52	342.541	1.48965e-06	37738	DepAll	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.536891923145003
430	-	Base	0.3	0.0034705	0.00594183	0.00247133	-	2569.65	585.894	1.15526e-05	79247	DepAll	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	2.72938900379857
431	-	Base	0.4	0.00595665	0.00873993	0.00278328	-	5354.55	942.894	1.35603e-08	93865	DepAll	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	1.40290158857264
432	-	Base	0.1	0.00463995	0.00739363	0.00275367	-	2470.6	493.442	5.53216e-07	38851	DepAll	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	1.14535840971195
433	-	Base	0.1	0.00791546	0.0098207	0.00190523	-	3284.12	504.076	7.26287e-11	38514	DepAll	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	1.08005004918957
434	-	Base	1	0.00787259	0.0138809	0.00600827	-	8896.92	1360.66	6.20551e-11	138638	DepAll	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.574427767765284
435	-	Base	0.3	0.00923582	0.0128035	0.00356772	-	5839.73	831.524	2.17281e-12	79504	DepAll	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	2.25579714038679
436	-	Base	0.1	0.005678	0.00997023	0.00429223	-	2744.5	491.649	2.37451e-08	38738	DepAll	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	1.06325207575718
437	-	Base	0.5	0.00355234	0.00719873	0.0036464	-	4469.99	1017.01	1.1065e-05	105708	DepAll	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.533764270667112
438	-	Base	0.3	0.00510325	0.00761184	0.00250859	-	4379.42	826.461	1.16437e-07	79772	DepAll	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.569456192072415
439	-	Base	0.05	0.00723189	0.0113969	0.00416505	-	2294.3	361.689	2.24888e-10	23644	DepAll	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.67835006096989
440	-	Base	0.2	0.00488761	0.00735895	0.00247133	-	3420.81	657.646	1.97578e-07	61733	DepAll	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.994789557132709
441	-	Base	0.2	0.0035449	0.00632818	0.00278328	-	4527.18	1032.22	1.15514e-05	60526	DepAll	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.899666010192273
442	-	Base	0.2	0.00362266	0.00637633	0.00275367	-	4615.07	1042.79	9.61404e-06	60682	DepAll	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.492436054106443
443	-	Base	0.3	0.0033629	0.00526814	0.00190523	-	5278.58	1240.54	2.08992e-05	78748	DepAll	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.942355707124062
444	-	Base	0.1	0.00367511	0.00968338	0.00600827	-	3306.94	739.18	7.68417e-06	37439	DepAll	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.68808239516653
445	-	Base	0.05	0.00279134	0.00635906	0.00356772	-	2130.24	550.882	0.000110202	22409	DepAll	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.449481733876747
446	-	Base	0.1	0.00152306	0.00581529	0.00429223	-	2106.66	727.483	0.00378164	37385	DepAll	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.260398875011754
447	-	Base	0.4	0.00136346	0.00500985	0.0036464	-	3875.89	1422.26	0.00642687	93291	DepAll	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.261509839272699
448	-	Base	0.1	0.00146469	0.00397328	0.00250859	-	2092.38	736.322	0.00448781	37392	DepAll	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.785550323404164
449	-	Base	0.5	0.00431063	0.00847569	0.00416505	-	7720.05	1575.44	9.57146e-07	105425	DepAll	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.53199592730863
450	-	Base	0.2	0.00515727	0.0076286	0.00247133	-	5409.53	1011.81	8.97316e-08	60546	DepAll	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	1.22105445092125
451	-	Base	0.05	0.00752207	0.0103054	0.00278328	-	4828.1	756.83	1.77819e-10	23433	DepAll	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.834534680795119
452	-	Base	0.1	0.00331353	0.0060672	0.00275367	-	4401.2	1039.83	2.30983e-05	38278	DepAll	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.416070327617101
453	-	Base	0.4	0.00970594	0.0116112	0.00190523	-	14351.4	1989.71	5.48101e-13	93856	DepAll	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	1.70509687631208
454	-	Base	0.3	0.00594894	0.0119572	0.00600827	-	9815.29	1725.81	1.2902e-08	79204	DepAll	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.731869170146228
455	-	Base	0.05	0.00622488	0.0097926	0.00356772	-	4391.38	761.403	8.04652e-09	23535	DepAll	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.818596773154242
456	-	Base	0.05	0.00714327	0.0114355	0.00429223	-	4632.71	739.83	3.80423e-10	23368	DepAll	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.51852628828188
457	-	Base	0.2	0.00424617	0.00789257	0.0036464	-	6819.36	1419.44	1.55335e-06	61395	DepAll	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.365711800322117
458	-	Base	0.5	0.00763922	0.0101478	0.00250859	-	14065.8	2172.18	9.45542e-11	105716	DepAll	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.793964835406964
459	-	Base	0.05	0.00488026	0.00904531	0.00416505	-	3872.6	742.836	1.85546e-07	23436	DepAll	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.442915097336298
460	-	Base	0.1	0.00352389	0.00599523	0.00247133	-	4420.46	999.837	9.81637e-06	38501	DepAll	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.548006494172973
461	-	Base	0.2431	0.0114932	0.0142765	0.00278328	-	-10098.8	1283.16	3.53816e-15	72448	DepAll	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.956356041505446
462	-	Base	0.13345	0.0111042	0.0138579	0.00275367	-	-7558.12	977.915	1.0856e-14	50135	DepAll	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.919648181276088
463	-	Base	0.1236	0.0160391	0.0179444	0.00190523	-	-8767.09	947.758	2.23758e-20	47875	DepAll	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	1.27777158153023
464	-	Base	0.10475	0.0141819	0.0201902	0.00600827	-	-7792.87	889.865	1.99872e-18	43089	DepAll	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.533973161842224
465	-	Base	0.00360005	0.0140376	0.0176053	0.00356772	-	-1849	214.369	6.39261e-18	4679	DepAll	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	1.03227514394758
466	-	Base	0.4382	0.0129427	0.0172349	0.00429223	-	-14043.3	1672.6	4.61586e-17	100092	DepAll	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.741816785405192
467	-	Base	0.0566001	0.00880273	0.0124491	0.0036464	-	-4601.95	666.44	5.01066e-12	28932	DepAll	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.591652888118186
468	-	Base	0.1375	0.0121823	0.0146909	0.00250859	-	-8178.05	1002.12	3.32921e-16	51295	DepAll	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.667845317194044
469	-	Base	0.07865	0.0125245	0.0166895	0.00416505	-	-6348.02	762.411	8.34453e-17	35723	DepAll	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.57440504854547
470	-	Base	0.1163	0.0116799	0.0141512	0.00247133	-	-7307.46	911.706	1.10007e-15	46080	DepAll	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	1.14226616594296
471	-	Base	0.0823	0.0149279	0.0177112	0.00278328	-	14601.6	1629.6	3.24104e-19	37151	DepAll	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.776455473662857
472	-	Base	0.0234001	0.0156102	0.0183638	0.00275367	-	9058.96	990.609	5.97218e-20	16530	DepAll	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	1.18382854802748
473	-	Base	0.47165	0.015067	0.0169723	0.00190523	-	33014.5	3683.4	3.15759e-19	103828	DepAll	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.757581090389827
474	-	Base	0.37955	0.0122877	0.018296	0.00600827	-	26324.8	3225.88	3.33619e-16	93117	DepAll	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.467636111766542
475	-	Base	0.1131	0.0117164	0.0152841	0.00356772	-	14985.7	1897.42	2.83609e-15	45531	DepAll	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.618730262671497
476	-	Base	0.30465	0.0114496	0.0157418	0.00429223	-	23514.4	2975.55	2.73215e-15	82474	DepAll	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.436832567100971
477	-	Base	0.0859501	0.0159013	0.0195477	0.0036464	-	15490.4	1674.14	2.18763e-20	38199	DepAll	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.768022913225336
478	-	Base	0.0380001	0.0117049	0.0142135	0.00250859	-	9374.05	1171.28	1.21156e-15	22584	DepAll	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.55893855682312
479	-	Base	0.0411001	0.0110704	0.0152355	0.00416505	-	9434.67	1204.46	4.75935e-15	23616	DepAll	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.431789815277084
480	-	Base	0.28855	0.0133645	0.0158359	0.00247133	-	24206.7	2822.37	9.76093e-18	80233	DepAll	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.589729107187772
481	-	Base	0.1	0.000454637	0.0139021	0.0134475	-	-527.113	192.102	0.00607096	37988	educatedyrs	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	0.604576910392664
482	-	Base	1	0.000466236	0.009823	0.00935676	-	-1464.65	528.255	0.0055608	138724	educatedyrs	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.0867770994639667
